year,year_rank,group_name,artist,song_name,id
1989,18,Fine Young Cannibals,Fine Young Cannibals,She Drives Me Crazy,3413
1989,19,Bobby Brown,Bobby Brown,On Our Own,3414
1989,20,Phil Collins,Phil Collins,Two Hearts,3415
1989,21,Milli Vanilli,Milli Vanilli,Blame It On The Rain,3416
1989,22,Roxette,Roxette,Listen To Your Heart,3417
1989,23,Bon Jovi,Bon Jovi,I'll Be There For You,3418
1989,24,Simply Red,Simply Red,If You Don't Know Be By Now,3419
1989,25,Madonna,Madonna,Like A Prayer,3420
1989,26,New Kids On The Block,New Kids On The Block,I'll Be Loving You (Forever),3421
1989,27,Breathe,Breathe,How Can I Fall?,3422
1989,28,Milli Vanilli,Milli Vanilli,Baby Don't Forget My Number,3423
1989,29,Martika,Martika,Toy Solider,3424
1989,30,Paula Abdul,Paula Abdul,Forever Your Girl,3425
1989,31,Mike and The Mechanics,Mike and The Mechanics,The Living Years,3426
1989,32,The Bangles,The Bangles,Eternal Flame,3427
1989,33,Tone Loc,Tone Loc,Wild Thing,3428
1989,34,Bad English,Bad English,When I See You Smile,3429
1989,35,Cher,Cher,If I Could Turn Back Time,3430
1989,36,Neneh Cherry,Neneh Cherry,Buffalo Stance,3431
1989,37,Sheriff,Sheriff,When I'm With You,3432
1989,38,Taylor Dayne,Taylor Dayne,Don't Rush Me,3433
1989,39,Bon Jovi,Bon Jovi,Born To Be My Baby,3434
1989,40,Fine Young Cannibals,Fine Young Cannibals,Good Thing,3435
1989,41,Sheena Easton,Sheena Easton,The Lover In Me,3436
1989,42,Young M.C.,Young M.C.,Bust A Move,3437
1989,43,Great White,Great White,"Once Bitten, Twice Shy",3438
1989,44,Prince,Prince,Batdance,3439
1989,45,Michael Damian,Michael Damian,Rock On,3440
1989,46,Jody Watley,Jody Watley,Real Love,3441
1989,47,B-52's,B-52's,Love Shack,3442
1989,48,Bobby Brown,Bobby Brown,Every Little Step,3443
1989,49,New Kids On The Block,New Kids On The Block,Hangin' Tough,3444
1989,50,Rod Stewart,Rod Stewart,My Heart Can't Tell You No,3445
1989,51,Love and Rockets,Love and Rockets,So Alive,3446
1989,52,New Kids On The Block,New Kids On The Block,You Got It (The Right Stuff),3447
1989,53,Def Leppard,Def Leppard,Armageddon It,3448
1989,54,Richard Marx,Richard Marx,Satisfied,3449
1989,55,Madonna,Madonna,Express Yourself,3450
1989,56,Dino,Dino,I Like It,3451
1989,57,Donny Osmond,Donny Osmond,Soldier Of Love,3452
1989,58,Tears For Fears,Tears For Fears,Sowing The Seeds Of Love,3453
1989,59,Madonna,Madonna,Cherish,3454
1989,60,White Lion,White Lion,When The Children Cry,3455
1989,61,Skid Row,Skid Row,18 And Life,3456
1989,62,Duran Duran,Duran Duran,I Don't Want Your Love,3457
1989,63,.38 Special,.38 Special,Second Chances,3458
1989,64,Karyn White,Karyn White,The Way You Love Me,3459
1989,65,Tone Loc,Tone Loc,Funky Cold Medina,3460
1989,66,Bangles,Bangles,In Your Room,3461
1989,67,Natalie Cole,Natalie Cole,Miss You Like Crazy,3462
1989,68,Cure,Cure,Love Song,3463
1989,69,Karyn White,Karyn White,Secret Rendesvous,3464
1989,70,Jeff Healey Band,Jeff Healey Band,Angel Eyes,3465
1989,71,Guns N' Roses,Guns N' Roses,Patience,3466
1989,72,Eddie Money,Eddie Money,Walk On Water,3467
1989,73,New Kids On The Block,New Kids On The Block,Cover Girl,3468
1989,74,Guns N' Roses,Guns N' Roses,Welcom To The Jungle,3469
1989,75,Surface,Surface,Shower Me With Your Love,3470
1989,76,R.E.M.,R.E.M.,Stand,3471
1989,77,Lita Ford,Lita Ford,Close My Eyes Forever,3472
1989,78,Tiffany,Tiffany,All This Time,3473
1989,79,Cher and Peter Cetera,Cher,After All,3474
1989,79,Cher and Peter Cetera,Peter Cetera,After All,3475
1989,80,Bobby Brown,Bobby Brown,Roni,3476
1989,81,Aerosmith,Aerosmith,Love In An Elevator,3477
1989,82,Bon Jovi,Bon Jovi,Lay Your Hands On Me,3478
1989,83,When In Rome,When In Rome,This Promise,3479
1989,84,Edie Brickell and The New Bohemians,Edie Brickell and The New Bohemians,What I Am,3480
1989,85,Boys Club,Boys Club,I Remember Holding You,3481
1989,86,Guns N' Roses,Guns N' Roses,Paradise City,3482
1989,87,Samantha Fox,Samantha Fox,Iwanna Have Some Fun,3483
1989,88,Rick Astley,Rick Astley,She Wants To Dance With Me,3484
1989,89,Vanessa Williams,Vanessa Williams,Dreamin',3485
1989,90,Babyface,Babyface,It's No Crime,3486
1989,91,Alice Cooper,Alice Cooper,Poison,3487
1989,92,Donna Summer,Donna Summer,This Time I Know It's For Real,3488
1989,93,Michael Jackson,Michael Jackson,Smooth Criminal,3489
1989,94,Deon Estus,Deon Estus,Heavan Help Me,3490
1989,95,Bobby Brown,Bobby Brown,Rock Wit'cha,3491
1989,96,Sa-fire,Sa-fire,Thinking Of You,3492
1989,97,Expose,Expose,What You Don't Know,3493
1989,98,Ann Wilson and Robin Zander,Ann Wilson,Surrender To Me,3494
1989,98,Ann Wilson and Robin Zander,Robin Zander,Surrender To Me,3495
1989,99,Don Henley,Don Henley,The End Of The Innocence,3496
1989,100,Soul II Soul,Soul II Soul,Keep On Movin',3497
1990,1,Wilson Phillips,Wilson Phillips,Hold On,3498
1990,2,Roxette,Roxette,It Must Have Been Love,3499
1990,3,Sinead O'Connor,Sinead O'Connor,Nothing Compares 2 U,3500
1990,4,Bell Biv Devoe,Bell Biv Devoe,Poison,3501
1990,5,Madonna,Madonna,Vogue,3502
1990,6,Mariah Carey,Mariah Carey,Vision Of Love,3503
1990,7,Phil Collins,Phil Collins,Another Day In Paradise,3504
1990,8,En Vogue,En Vogue,Hold On,3505
1990,9,Billy Idol,Billy Idol,Cradle Of Love,3506
1990,10,Jon Bon Jovi,Jon Bon Jovi,Blaze Of Glory,3507
1990,11,Bell Biv Devoe,Bell Biv Devoe,Do Me!,3508
1990,12,Michael Bolton,Michael Bolton,How Am I Supposed To Live Without You,3509
1990,13,Technotronic,Technotronic,Pump Up The Jam,3510
1990,14,Paula Abdul,Paula Abdul,Opposites Attract,3511
1990,15,Janet Jackson,Janet Jackson,Escapade,3512
1990,16,Heart,Heart,All I Wanna Do Is Make Love To You,3513
1990,17,Maxi Priest,Maxi Priest,Close To You,3514
1990,18,Alannah Myles,Alannah Myles,Black Velvet,3515
1990,19,Wilson Phillips,Wilson Phillips,Release Me,3516
1990,20,Linda Ronstadt and Aaron Neville,Linda Ronstadt,Don't Know Much,3517
1990,20,Linda Ronstadt and Aaron Neville,Aaron Neville,Don't Know Much,3518
1990,21,Lisa Stansfield,Lisa Stansfield,All Around The World,3519
1990,22,Calloway,Calloway,I Wanna Be Rich,3520
1990,23,Johnny Gill,Johnny Gill,Rub You The Right Way,3521
1990,24,Glenn Medeiros feat. Bobby Brown,Glenn Medeiros,She Ain't Worth It,3522
1990,24,Glenn Medeiros feat. Bobby Brown,Bobby Brown,She Ain't Worth It,3523
1990,25,Sweet Sensation,Sweet Sensation,If Wishes Came True,3524
1990,26,Snap,Snap,The Power,3525
1990,27,Nelson,Nelson,(Can't Live Without Your) Love And Affection,3526
1990,28,Taylor Dayne,Taylor Dayne,Love Will Lead You Back,3527
1990,29,Jane Child,Jane Child,Don't Wanna Fall In Love,3528
1990,30,Seduction,Seduction,Two To Make It Right,3529
1990,31,Linear,Linear,Sending All My Love,3530
1990,32,Poison,Poison,Unskinny Bop,3531
1990,33,New Kids On The Block,New Kids On The Block,Step By Step,3532
1990,34,Roxette,Roxette,Dangerous,3533
1990,35,Billy Joel,Billy Joel,We Didn't Start The Fire,3534
1990,36,James Ingram,James Ingram,I Don't Have The Heart,3535
1990,37,Rod Stewart,Rod Stewart,Downtown Train,3536
1990,38,Janet Jackson,Janet Jackson,Rhythm Nation,3537
1990,39,Tommy Page,Tommy Page,I'll Be Your Everything,3538
1990,40,B-52's,B-52's,Roam,3539
1990,41,Jody Watley,Jody Watley,Everything,3540
1990,42,Soul II Soul,Soul II Soul,Back to Life (However Do You Want Me),3541
1990,43,Luther Vandross,Luther Vandross,Here And Now,3542
1990,44,Janet Jackson,Janet Jackson,Alright,3543
1990,45,Vanilla Ice,Vanilla Ice,Ice Ice Baby,3544
1990,46,Milli Vanilli,Milli Vanilli,Blame It On The Rain,3545
1990,47,M.C. Hammer,M.C. Hammer,Have You Seen Her,3546
1990,48,Taylor Dayne,Taylor Dayne,With Every Beat Of My Heart,3547
1990,49,Janet Jackson,Janet Jackson,Come Back To Me,3548
1990,50,Michel'le,Michel'le,No More Lies,3549
1990,51,George Michael,George Michael,Praying For Time,3550
1990,52,Michael Bolton,Michael Bolton,How Can We Be Lovers,3551
1990,53,Phil Collins,Phil Collins,Do You Remember,3552
1990,54,After 7,After 7,Ready Or Not,3553
1990,55,M.C. Hammer,M.C. Hammer,U Can't Touch This,3554
1990,56,Phil Collins,Phil Collins,I Wish It Would Rain Down,3555
1990,57,Lou Gramm,Lou Gramm,Just Between You And Me,3556
1990,58,Phil Collins,Phil Collins,Something Happened On The Way To Heaven,3557
1990,59,Janet Jackson,Janet Jackson,Black Cat,3558
1990,60,After 7,After 7,Can't Stop,3559
1990,61,Aerosmith,Aerosmith,Janie's Got A Gun,3560
1990,62,Digital Underground,Digital Underground,The Humpty Dance,3561
1990,63,Taylor Dayne,Taylor Dayne,I'll Be Your Shelter,3562
1990,64,Tom Petty,Tom Petty,Free Fallin',3563
1990,65,Pebbles,Pebbles,Giving You The Benefit,3564
1990,66,Depeche Mode,Depeche Mode,Enjoy The Silence,3565
1990,67,Tesla,Tesla,Love Song,3566
1990,68,Bad English,Bad English,Price Of Love,3567
1990,69,Tyler Collins,Tyler Collins,Girls Nite Out,3568
1990,70,Go West,Go West,King Of Wishful Thinking,3569
1990,71,Chicago,Chicago,What Kind Of Man Would I Be?,3570
1990,72,Skid Row,Skid Row,I Remember You,3571
1990,73,Technotronic,Technotronic,Get Up! (Before The Night Is Over),3572
1990,74,Gloria Estefan,Gloria Estefan,Here We Are,3573
1990,75,Faith No More,Faith No More,Epic,3574
1990,76,Mariah Carey,Mariah Carey,Love Takes Time,3575
1990,77,Cher,Cher,Just Like Jesse James,3576
1990,78,B-52s,B-52s,Love Shack,3577
1990,79,Milli Vanilli,Milli Vanilli,All Or Nothing,3578
1990,80,Dino,Dino,Romeo,3579
1990,81,Black Box,Black Box,Everybody Everybody,3580
1990,82,Billy Joel,Billy Joel,I Go To Extremes,3581
1990,83,Babyface,Babyface,Whip Appeal,3582
1990,84,Paul Young,Paul Young,Oh Girl,3583
1990,85,D-Mob With Cathy Dennis,D-Mob With Cathy Dennis,C'mon And Get My Love,3584
1990,86,Paula Abdul,Paula Abdul,(It's Just) The Way That You Love Me,3585
1990,87,The Cover Girls,The Cover Girls,We Can't Go Wrong,3586
1990,88,Michael Bolton,Michael Bolton,When I'm Back On My Feet Again,3587
1990,89,Keith Sweat,Keith Sweat,Make You Sweat,3588
1990,90,New Kids On The Block,New Kids On The Block,This One's For The Children,3589
1990,91,Aerosmith,Aerosmith,What It Takes,3590
1990,92,Kiss,Kiss,Forever,3591
1990,93,The Time,The Time,Jerk Out,3592
1990,94,Biz Markie,Biz Markie,Just A Friend,3593
1990,95,A'me Lorain,A'me Lorain,Whole Wide World,3594
1990,96,Motley Crue,Motley Crue,Without You,3595
1990,97,Jive Bunny and The Master Mixers,Jive Bunny and The Master Mixers,Swing The Mood,3596
1990,98,Prince,Prince,Thieves In The Temple,3597
1990,99,Mellow Man Ace,Mellow Man Ace,Mentirosa,3598
1990,100,Kyper,Kyper,Tic-Tac-Toe,3599
